============================================================================================================
Arguments =
	approach: bic
	batch_size: 100
	clipping: 10000
	datasets: ['miniimagenet']
	eval_on_train: False
	exp_name: None
	fix_bn: False
	gpu: 5
	gridsearch_tasks: -1
	keep_existing_head: False
	last_layer_analysis: False
	log: ['disk']
	lr: 0.05
	lr_factor: 1.0
	lr_min: 0.0001
	lr_patience: 5
	momentum: 0.9
	multi_softmax: False
	nc_first_task: 10
	nepochs: 100
	network: resnet18
	no_cudnn_deterministic: False
	num_tasks: 10
	num_workers: 4
	pin_memory: False
	pretrained: False
	results_path: ../miniimagenet_bic_result10t
	save_models: False
	seed: 12345
	stop_at_task: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0002
============================================================================================================
Approach arguments =
	T: 2
	lamb: -1
	num_bias_epochs: 200
	val_exemplar_percentage: 0.1
============================================================================================================
Exemplars dataset arguments =
	exemplar_selection: random
	num_exemplars: 0
	num_exemplars_per_class: 50
============================================================================================================
WARNING: ../miniimagenet_bic_result10t/miniimagenet_bic already exists!
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 50 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time=  3.2s | Train: skip eval | Valid: time=  0.5s loss=2.953, TAw acc= 25.8% | *
| Epoch   2, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=2.617, TAw acc= 31.4% | *
| Epoch   3, time=  1.4s | Train: skip eval | Valid: time=  1.2s loss=2.990, TAw acc= 24.8% |
| Epoch   4, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=4.127, TAw acc= 32.8% |
| Epoch   5, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.876, TAw acc= 36.4% | *
| Epoch   6, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.782, TAw acc= 35.6% | *
| Epoch   7, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.978, TAw acc= 38.0% |
| Epoch   8, time=  1.2s | Train: skip eval | Valid: time=  0.5s loss=2.148, TAw acc= 39.4% |
| Epoch   9, time=  1.3s | Train: skip eval | Valid: time=  1.0s loss=1.940, TAw acc= 40.6% |
| Epoch  10, time=  1.5s | Train: skip eval | Valid: time=  0.7s loss=1.712, TAw acc= 39.4% | *
| Epoch  11, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.669, TAw acc= 43.0% | *
| Epoch  12, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.662, TAw acc= 43.8% | *
| Epoch  13, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.803, TAw acc= 41.8% |
| Epoch  14, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.687, TAw acc= 43.0% |
| Epoch  15, time=  2.1s | Train: skip eval | Valid: time=  0.7s loss=1.698, TAw acc= 40.0% |
| Epoch  16, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.554, TAw acc= 45.4% | *
| Epoch  17, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.543, TAw acc= 48.0% | *
| Epoch  18, time=  1.2s | Train: skip eval | Valid: time=  0.4s loss=1.573, TAw acc= 47.0% |
| Epoch  19, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.587, TAw acc= 44.8% |
| Epoch  20, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.499, TAw acc= 48.2% | *
| Epoch  21, time=  2.1s | Train: skip eval | Valid: time=  0.6s loss=1.488, TAw acc= 50.2% | *
| Epoch  22, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.497, TAw acc= 50.8% |
| Epoch  23, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.501, TAw acc= 48.6% |
| Epoch  24, time=  1.6s | Train: skip eval | Valid: time=  0.4s loss=1.452, TAw acc= 51.8% | *
| Epoch  25, time=  1.7s | Train: skip eval | Valid: time=  0.5s loss=1.432, TAw acc= 49.6% | *
| Epoch  26, time=  1.3s | Train: skip eval | Valid: time=  0.9s loss=1.460, TAw acc= 50.2% |
| Epoch  27, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.455, TAw acc= 52.0% |
| Epoch  28, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.438, TAw acc= 50.6% |
| Epoch  29, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.558, TAw acc= 48.4% |
| Epoch  30, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.437, TAw acc= 51.0% | lr=5.0e-02
| Epoch  31, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.469, TAw acc= 51.0% |
| Epoch  32, time=  2.3s | Train: skip eval | Valid: time=  0.5s loss=1.442, TAw acc= 52.0% |
| Epoch  33, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.433, TAw acc= 51.4% |
| Epoch  34, time=  1.3s | Train: skip eval | Valid: time=  0.8s loss=1.440, TAw acc= 51.8% |
| Epoch  35, time=  1.3s | Train: skip eval | Valid: time=  0.7s loss=1.392, TAw acc= 53.8% | *
| Epoch  36, time=  1.4s | Train: skip eval | Valid: time=  0.6s loss=1.431, TAw acc= 51.4% |
| Epoch  37, time=  2.1s | Train: skip eval | Valid: time=  0.5s loss=1.438, TAw acc= 53.2% |
| Epoch  38, time=  1.5s | Train: skip eval | Valid: time=  0.6s loss=1.462, TAw acc= 52.6% |
| Epoch  39, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.395, TAw acc= 55.2% |
| Epoch  40, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.451, TAw acc= 51.2% | lr=5.0e-02
| Epoch  41, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.437, TAw acc= 51.2% |
| Epoch  42, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.445, TAw acc= 52.0% |
| Epoch  43, time=  2.4s | Train: skip eval | Valid: time=  0.6s loss=1.429, TAw acc= 52.8% |
| Epoch  44, time=  1.3s | Train: skip eval | Valid: time=  0.6s loss=1.363, TAw acc= 54.8% | *
| Epoch  45, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.367, TAw acc= 56.6% |
| Epoch  46, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.406, TAw acc= 52.6% |
| Epoch  47, time=  1.6s | Train: skip eval | Valid: time=  0.6s loss=1.360, TAw acc= 55.8% | *
| Epoch  48, time=  1.2s | Train: skip eval | Valid: time=  0.6s loss=1.509, TAw acc= 49.0% |
| Epoch  49, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.394, TAw acc= 54.6% |
| Epoch  50, time=  1.4s | Train: skip eval | Valid: time=  0.5s loss=1.409, TAw acc= 56.0% |
| Epoch  51, time=  1.3s | Train: skip eval | Valid: time=  0.5s loss=1.379, TAw acc= 52.2% |
| Epoch  52, time=  1.4s | Train: skip eval | Valid: time=  0.7s loss=1.402, TAw acc= 52.6% | lr=5.0e-02
| Epoch  53, time=  1.3s | Train: skip eval | Valid: time=  0.4s loss=1.433, TAw acc= 52.0% |
